location_code,sample_type,sample_location,sampling_freq,sampling_date,isotope_name,value,units,graph_value,comment
4469-001,WATER,MASSENA: ST LAWRENCE RIVER,BIANNUALLY,2014-10-16,GROSS BETA,2.6+/-1.3,pCi/L,2.6,
4469-001,WATER,MASSENA: ST LAWRENCE RIVER,BIANNUALLY,2014-04-03,TRITIUM (HTO),<90,pCi/L,0,
4469-001,WATER,MASSENA: ST LAWRENCE RIVER,BIANNUALLY,2014-10-16,TRITIUM (HTO),<120,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-02-25,GROSS ALPHA,<0.6,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-03-10,GROSS ALPHA,1.8+/-1.4,pCi/L,1.8,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-03-18,GROSS ALPHA,<0.6,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-05-12,GROSS ALPHA,<0.4,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-08-11,GROSS ALPHA,<0.1,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-08-19,GROSS ALPHA,<0.5,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-09-19,GROSS ALPHA,<0.6,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-10-17,GROSS ALPHA,<0.5,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-02-25,GROSS BETA,<1.1,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-03-10,GROSS BETA,2.3+/-1.6,pCi/L,2.3,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-03-18,GROSS BETA,2.1+/-1.4,pCi/L,2.1,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-05-12,GROSS BETA,2+/-1.4,pCi/L,2,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-08-11,GROSS BETA,<1.2,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-08-19,GROSS BETA,<1.2,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-09-19,GROSS BETA,<1.6,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-10-17,GROSS BETA,1.3+/-1.1,pCi/L,1.3,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-02-25,TRITIUM (HTO),<60,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-03-10,TRITIUM (HTO),<60,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-03-18,TRITIUM (HTO),<110,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-05-12,TRITIUM (HTO),<90,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-08-11,TRITIUM (HTO),<120,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-08-19,TRITIUM (HTO),<120,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-09-19,TRITIUM (HTO),<110,pCi/L,0,
5159-001,WATER,SOUTHOLD: FISHERS ISLAND BARLOW POND,MONTHLY,2014-10-17,TRITIUM (HTO),<120,pCi/L,0,
5650-001,WATER,LAKE GEORGE: BOLTON LANDING,BIANNUALLY,2014-06-11,GROSS ALPHA,<0.6,pCi/L,0,
5650-001,WATER,LAKE GEORGE: BOLTON LANDING,BIANNUALLY,2014-12-17,GROSS ALPHA,<0.4,pCi/L,0,
5650-001,WATER,LAKE GEORGE: BOLTON LANDING,BIANNUALLY,2014-06-11,GROSS BETA,1+/-1,pCi/L,1,
5650-001,WATER,LAKE GEORGE: BOLTON LANDING,BIANNUALLY,2014-12-17,GROSS BETA,<1.5,pCi/L,0,
5650-001,WATER,LAKE GEORGE: BOLTON LANDING,BIANNUALLY,2014-06-11,TRITIUM (HTO),<80,pCi/L,0,
5650-001,WATER,LAKE GEORGE: BOLTON LANDING,BIANNUALLY,2014-12-17,TRITIUM (HTO),<80,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-15,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-22,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-29,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-05,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-12,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-19,CESIUM-137,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-26,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-03,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-10,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-17,CESIUM-137,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-24,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-31,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-07,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-14,CESIUM-137,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-21,CESIUM-137,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-28,CESIUM-137,<1.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-05,CESIUM-137,<1.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-12,CESIUM-137,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-19,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-26,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-02,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-09,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-16,CESIUM-137,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-23,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-30,CESIUM-137,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-06,CESIUM-137,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-13,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-20,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-26,CESIUM-137,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-10-04,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-01,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-08,CESIUM-137,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-12-06,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-04,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-11,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-18,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-25,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-01,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-08,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-15,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-22,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-01,GROSS ALPHA,<0.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-08,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-15,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-22,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-29,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-05,GROSS ALPHA,1.9+/-1.6,pCi/L,1.9,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-12,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-19,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-26,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-03,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-10,GROSS ALPHA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-17,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-24,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-31,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-07,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-14,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-21,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-28,GROSS ALPHA,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-05,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-12,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-19,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-26,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-02,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-09,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-16,GROSS ALPHA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-23,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-30,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-06,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-13,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-20,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-26,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-10-04,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-01,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-08,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-12-06,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-04,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-11,GROSS BETA,1.8+/-1.3,pCi/L,1.8,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-18,GROSS BETA,2.1+/-1.3,pCi/L,2.1,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-25,GROSS BETA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-01,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-08,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-15,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-22,GROSS BETA,1.6+/-1.3,pCi/L,1.6,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-01,GROSS BETA,1.1+/-0.7,pCi/L,1.1,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-08,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-15,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-22,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-29,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-05,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-12,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-19,GROSS BETA,<1.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-26,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-03,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-10,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-17,GROSS BETA,2.5+/-1.4,pCi/L,2.5,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-24,GROSS BETA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-31,GROSS BETA,2.7+/-1.4,pCi/L,2.7,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-07,GROSS BETA,1.4+/-1.2,pCi/L,1.4,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-14,GROSS BETA,<1.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-21,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-28,GROSS BETA,2.3+/-1.5,pCi/L,2.3,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-05,GROSS BETA,1.6+/-1.4,pCi/L,1.6,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-12,GROSS BETA,1.6+/-1.4,pCi/L,1.6,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-19,GROSS BETA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-26,GROSS BETA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-02,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-09,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-16,GROSS BETA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-23,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-30,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-06,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-13,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-20,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-26,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-10-04,GROSS BETA,<1.4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-01,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-08,GROSS BETA,<1.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-12-06,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-04,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-11,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-18,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-01-25,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-01,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-08,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-15,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-02-22,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-01,RUTHENIUM-106,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-08,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-15,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-22,RUTHENIUM-106,<12,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-03-29,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-05,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-12,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-19,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-04-26,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-03,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-10,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-17,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-24,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-05-31,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-07,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-14,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-21,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-06-28,RUTHENIUM-106,<12,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-05,RUTHENIUM-106,<11,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-12,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-19,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-07-26,RUTHENIUM-106,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-02,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-09,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-16,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-23,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-08-30,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-06,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-13,RUTHENIUM-106,<8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-20,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-09-26,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-10-04,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-01,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-11-08,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2013-12-06,RUTHENIUM-106,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2013-01-02,STRONTIUM-89,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2013-01-22,STRONTIUM-89,<19,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2013-01-25,STRONTIUM-89,<14,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2013-02-22,STRONTIUM-89,<14,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2013-03-29,STRONTIUM-89,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2013-04-26,STRONTIUM-89,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2013-05-31,STRONTIUM-89,<7,pCi/L,0,
